Name,Link,Prize Pool,Buy In,Top Prize,Max Entries,Entries,Cash Line,Winner,Winning Score,Week
NFL $10K Mini-MAX [150 Entry Max],Contest,10000.0,0.5,800,150,23781,154.46,kirkj31,224.44,Week 2
NFL $10K Fair Catch [Single Entry],Contest,10000.0,12.0,1000,1,980,152.28,knotcovered,222.48,Week 2
NFL $10K Spy [Single Entry],Contest,10000.0,100.0,1500,1,111,151.5,cantbusted,181.4,Week 2
NFL $10K Red Zone [Single Entry],Contest,10000.0,50.0,1000,1,227,147.56,shilohwin,209.74,Week 2
NFL $10K Red Zone [Single Entry],Contest,10000.0,50.0,1000,1,227,151.48,badmutha99,208.54,Week 2
NFL $10K Power Sweep [2 Entry Max],Contest,10000.0,150.0,2000,2,74,150.58,KmanPSU,213.78,Week 2
NFL $9K Spy [Single Entry],Contest,9000.0,100.0,1500,1,100,154.2,Hatter5150,189.74,Week 2
NFL $1M King of the Beach Qualifier #18,Contest,8597.5,20.0,0,5,505,172.6,Geoffmoney,222.8,Week 2
NFL $1M King of the Beach Qualifier #19,Contest,8597.5,20.0,0,5,505,171.54,jsurab,213.74,Week 2
NFL $1M King of the Beach Qualifier #16,Contest,8557.5,4.0,0,5,2543,174.28,rcrdplayr,227.0,Week 2
NFL $1M King of the Beach Qualifier #20,Contest,8537.5,100.0,0,3,100,171.28,jakeass86,185.28,Week 2
NFL $1M King of the Beach Qualifier #17,Contest,8537.5,12.0,0,5,837,171.88,chess_is_ok,202.9,Week 2
NFL $1M King of the Beach Qualifier #22,Contest,8537.5,100.0,0,3,100,171.58,GinobiliFan,202.64,Week 2
NFL $1M King of the Beach Qualifier #21,Contest,8537.5,100.0,0,3,100,171.0,donkosaurus,190.38,Week 2
NFL $1M King of the Beach Qualifier #15,Contest,8517.5,1.0,0,5,10127,179.84,robertmitchell,226.24,Week 2
NFL $8K Hail Mary,Contest,8000.0,12.0,1000,23,784,155.18,wakeywakey,207.38,Week 2
Casual NFL $8K Front Four,Contest,8000.0,4.0,800,10,2378,151.2,chachidk,211.4,Week 2
NFL $7.5K Quarter Jukebox [Just $0.25!],Contest,7500.0,0.25,400,20,35671,153.02,SiNC3R3.1,227.74,Week 2
Beginner NFL $7.5K Play-Action,Contest,7500.0,3.0,500,5,2972,150.5,ikcedar,209.0,Week 2
NFL $7.5K Spy [Single Entry],Contest,7500.0,100.0,1000,1,83,156.6,jwk1962,181.14,Week 2
NFL $7.5K Spy [Single Entry],Contest,7500.0,100.0,1000,1,83,151.84,southflorida17,193.78,Week 2
NFL $7.5K Chop Block,Contest,7500.0,50.0,1000,5,170,159.78,BasMatt2,227.14,Week 2
NFL $6.5K Hot Route [2 Entry Max],Contest,6500.0,100.0,1200,2,72,151.54,fitty16,179.22,Week 2
NFL Single Entry $5 Double Up,Contest,6000.0,5.0,10,1,1379,139.0,dsalinas5001,202.14,Week 2
NFL Fantasy Football Millionaire SUPERSatellite [300x],Contest,6000.0,5.0,0,42,1426,152.8,Sweetdawg54 | Sweetdawg54,229.84,Week 2
NFL $100 Double Up,Contest,6000.0,100.0,200,1,66,141.9,simonidogs,181.28,Week 2
NFL $100 Double Up,Contest,6000.0,100.0,200,1,66,139.04,James2zero,169.84,Week 2
"NFL $5,600 FFWC Qualifier Satellite",Contest,5600.0,565.0,0,1,11,190.38,donkosaurus,190.38,Week 2
NFL Single Entry $5 Double Up,Contest,5000.0,5.0,10,1,1149,138.48,smackdaddynugget,196.24,Week 2
NFL Single Entry $10 Double Up,Contest,5000.0,10.0,20,1,574,139.04,tdaggett02,216.98,Week 2
NFL Single Entry $10 Double Up,Contest,5000.0,10.0,20,1,574,139.48,ryanz212,205.14,Week 2
NFL Single Entry $10 Double Up,Contest,5000.0,10.0,20,1,574,138.64,cossiboon,209.64,Week 2
NFL $5K First Down [20 Entry Max],Contest,5000.0,1.0,250,20,5945,154.34,dognic21,225.1,Week 2
NFL $5K First Down [20 Entry Max],Contest,5000.0,1.0,250,20,5945,153.78,dognic21,225.1,Week 2
NFL $5K First Down [20 Entry Max],Contest,5000.0,1.0,250,20,5945,154.68,kenneth23,227.7,Week 2
NFL $5K First Down [20 Entry Max],Contest,5000.0,1.0,250,20,5945,154.68,antgigs,232.94,Week 2
NFL $5K Nickel [3 Entry Max],Contest,5000.0,5.0,500,3,1189,151.88,TEDDYB12345y,205.9,Week 2
NFL $5K First Down [20 Entry Max],Contest,5000.0,1.0,250,20,5945,154.62,mikeDF,236.3,Week 2
NFL $5K Pylon [Single Entry],Contest,5000.0,3.0,250,1,1981,151.6,willie336,211.3,Week 2
NFL $5K Pylon [Single Entry],Contest,5000.0,3.0,250,1,1981,150.64,herbertglenn2,212.7,Week 2
NFL $5K Fair Catch [Single Entry],Contest,5000.0,12.0,500,1,490,152.92,MasterJ12thMan,208.0,Week 2
NFL $5K Dimeback [Single Entry],Contest,5000.0,6.0,500,1,980,153.38,jasonsnackcake,221.34,Week 2
NFL $10 Double Up [Single Entry],Contest,5000.0,10.0,20,1,574,138.82,jjbfarrell,200.58,Week 2
NFL Single Entry $25 Double Up,Contest,5000.0,25.0,50,1,229,139.98,zemanek17,183.38,Week 2
NFL $5K Red Zone [Single Entry],Contest,5000.0,50.0,750,1,113,146.3,usnavykc,197.98,Week 2
NFL $5K Red Zone [Single Entry],Contest,5000.0,50.0,750,1,113,149.64,travist123,194.86,Week 2
NFL $4.2M Roman Fantasy Football Millionaire [$1M to 1st],Contest,4200000.0,20.0,1000000,150,247059,157.66,TheHodgesFactor,251.86,Week 3
NFL $1.7M Play-Action [$100K to 1st],Contest,1700000.0,3.0,100000,20,673801,152.06,BemoDolfan | BemoDolfan,253.94,Week 3
NFL $1.4M Wildcat [$250K to 1st],Contest,1400000.0,333.0,250000,140,4671,164.9,bcarn1202,239.44,Week 3
NFL $670K Luxury Box [$150K to 1st],Contest,670000.0,2120.0,150000,10,335,166.8,PetrGibbons,218.06,Week 3
"NFL $555K Power Sweep [3 Entry Max, $100K to 1st]",Contest,555000.0,150.0,100000,3,4111,165.7,JDS81,244.06,Week 3
NFL $500K Slant,Contest,500000.0,9.0,50000,150,65359,161.0,PowerTron,248.16,Week 3
NFL $250K Week 3 Heavy Hitter [$125K to 1st],Contest,250000.0,26200.0,125000,1,9,173.26,PetrGibbons,205.34,Week 3
NFL MASSIVE $25 Double Up,Contest,250000.0,25.0,50,150,11494,148.56,matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504,234.5,Week 3
NFL $200K Thunderdome [Single Entry],Contest,200000.0,5300.0,60000,1,40,170.26,ttinsley4,194.06,Week 3
NFL $200K Fair Catch [Single Entry],Contest,200000.0,12.0,20000,1,19607,159.36,JDS81,244.06,Week 3
NFL $200K First Down,Contest,200000.0,1.0,10000,20,237812,152.4,doak73,255.36,Week 3
NFL MASSIVE $5 Double Up,Contest,150000.0,5.0,10,150,34482,149.24,matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504,234.5,Week 3
NFL MASSIVE $25 Double Up [Single Entry],Contest,150000.0,25.0,50,1,6896,151.8,hooty8124 | VerbalAcorn | screed0839,229.06,Week 3
"NFL $150K Spy [Single Entry, $25K to 1st]",Contest,150000.0,100.0,25000,1,1666,166.48,Patriotswin2016,227.14,Week 3
NFL $150K Nickel [3 Entry Max],Contest,150000.0,5.0,20000,3,35671,157.96,atainter10 | splosczynski,248.64,Week 3
NFL MASSIVE $50 Double Up [Single Entry],Contest,100000.0,50.0,100,1,2272,153.1,VerbalAcorn | screed0839 | ssecke1561,229.06,Week 3
NFL MASSIVE $5 Double Up,Contest,100000.0,5.0,10,150,22988,148.56,InfamousPaco,236.26,Week 3
NFL MASSIVE $100 Double Up [Single Entry],Contest,100000.0,100.0,200,1,1111,152.16,dnunn1,228.36,Week 3
NFL $100K Sunday Special [$20K to 1st],Contest,100000.0,20.0,20000,150,5882,157.04,cjconn08,232.5,Week 3
"NFL $100K Spy [Single Entry, $10K to 1st]",Contest,100000.0,100.0,10000,1,1111,165.6,Caldwell14,227.74,Week 3
NFL $100K Juke [3 Entry Max],Contest,100000.0,400.0,20000,3,277,167.14,JumpaHoo,229.04,Week 3
NFL $100K Flea Flicker [$10K to 1st],Contest,100000.0,5.0,10000,150,23781,155.86,mjordantmac,245.84,Week 3
NFL $100K Pylon [Single Entry],Contest,100000.0,3.0,10000,1,39635,154.86,bagman2273,238.74,Week 3
NFL $100K Engage Eight [3 Entry Max],Contest,100000.0,8.0,10000,3,14705,161.98,rstrick33,235.16,Week 3
NFL $99K Three-Point Stance [3 Entry Max],Contest,99000.0,33.0,10000,3,3498,166.2,calvinnolte,235.64,Week 3
NFL GIANT $250 Double Up [Single Entry],Contest,75000.0,250.0,500,1,333,152.96,qpDaMan,213.26,Week 3
NFL GIANT $5 Double Up [Single Entry],Contest,75000.0,5.0,10,1,17241,147.24,I8one2many,242.54,Week 3
NFL GIANT $10 Double Up [Single Entry],Contest,75000.0,10.0,20,1,8620,150.7,matt0504,234.5,Week 3
NFL GIANT $10 Double Up,Contest,75000.0,10.0,20,150,8620,148.56,boilerrip,221.16,Week 3
"NFL $75K Super Booster [Top 75 Win $1,000]",Contest,75000.0,27.0,1000,97,3239,199.7,dolFins17,247.06,Week 3
NFL $75K Red Zone [Single Entry],Contest,75000.0,50.0,7500,1,1704,162.9,magee406,230.36,Week 3
NFL $75K Play-Action [$10K to 1st],Contest,75000.0,3.0,10000,20,29726,152.26,pmcp2117,246.2,Week 3
$10M Fantasy Football World Championship Qualifier #30,Contest,71811.1,500.0,1000,5,151,184.8,PetrGibbons,218.06,Week 3
$10M Fantasy Football World Championship Qualifier #23,Contest,70096.1,5.0,1000,150,16669,179.4,pat2222,248.44,Week 3
$10M Fantasy Football World Championship Qualifier #24,Contest,70096.1,5.0,1000,150,16669,179.6,pat2222,248.44,Week 3
$10M Fantasy Football World Championship Qualifier #25,Contest,68991.1,16.0,1000,150,5072,181.76,pat2222,248.44,Week 3
$10M Fantasy Football World Championship Qualifier #26,Contest,68961.1,33.0,1000,73,2283,185.7,PetrGibbons,238.86,Week 3
$10M Fantasy Football World Championship Qualifier #28,Contest,68111.1,150.0,1000,16,500,190.3,danny1234,232.34,Week 3
$10M Fantasy Football World Championship Qualifier #27,Contest,67661.1,50.0,1000,47,1441,190.54,PetrGibbons,238.86,Week 3
$10M Fantasy Football World Championship Qualifier #29,Contest,66311.1,333.0,1000,7,208,197.96,kajkyle,215.74,Week 3
$10M Fantasy Football World Championship Qualifier #31,Contest,65311.1,1100.0,1000,2,65,202.66,PetrGibbons,218.06,Week 3
$10M Fantasy Football World Championship Qualifier #33,Contest,62611.1,5600.0,1000,1,12,218.06,PetrGibbons,218.06,Week 3
$10M Fantasy Football World Championship Qualifier #32,Contest,62611.1,5600.0,1000,1,12,236.46,crump11,236.46,Week 3
NFL GIANT $50 Double Up,Contest,50000.0,50.0,100,34,1136,145.96,ecrivellaro,211.36,Week 3
NFL GIANT $25 Double Up [Single Entry],Contest,50000.0,25.0,50,1,2298,153.76,VerbalAcorn,229.06,Week 3
"NFL GIANT $1,060 50-50",Contest,50000.0,1060.0,2000,1,50,150.06,rsqx2,208.94,Week 3
NFL $50K Game Changer [Single Entry],Contest,50000.0,1060.0,15000,1,50,170.26,lazgetsfit,180.0,Week 3
NFL $50K Mini-MAX [150 Entry Max],Contest,50000.0,0.5,10000,150,118906,160.96,bfitm17,261.26,Week 3
NFL $50K Quarter Jukebox [Just $0.25!],Contest,50000.0,0.25,2000,20,237812,153.14,Thetank72,254.04,Week 3
NFL GIANT $2 Double Up,Contest,40000.0,2.0,4,20,22988,148.76,Rich1130,239.44,Week 3
NFL GIANT $250 Double Up,Contest,40000.0,250.0,500,5,177,147.36,rsqx2,208.94,Week 3
"NFL GIANT $1,060 50-50",Contest,40000.0,1060.0,2000,1,40,147.36,rsqx2,208.94,Week 3
NFL GIANT $100 Double Up,Contest,40000.0,100.0,200,13,444,146.96,rsqx2 | rsqx2 | rsqx2 | rsqx2 | rsqx2,208.94,Week 3
NFL GIANT $530 50-50,Contest,35000.0,530.0,1000,2,70,150.06,GolfGalaxy,206.7,Week 3
NFL $35K Power Sweep [3 Entry Max],Contest,35000.0,150.0,4000,3,259,161.56,yrusoslowh0e,210.74,Week 3
NFL $30K Three-Point Stance [3 Entry Max],Contest,30000.0,33.0,5000,3,1060,163.76,BigBlue1152,221.46,Week 3
NFL $30K Super Booster [Top 300 Win $100],Contest,30000.0,4.0,100,20,8823,192.54,gn1ghtmoon,237.76,Week 3
NFL $30K Spin Move [Single Entry],Contest,30000.0,300.0,5000,1,111,170.28,jayk123x,209.34,Week 3
NFL $30K Chop Block [$5K to 1st],Contest,30000.0,50.0,5000,20,681,160.96,gn1ghtmoon,228.26,Week 3
NFL GIANT $5 Double Up [Single Entry],Contest,25000.0,5.0,10,1,5747,152.16,InfamousPaco,236.26,Week 3
NFL GIANT $250 Double Up [Single Entry],Contest,25000.0,250.0,500,1,111,153.1,coachguru,210.76,Week 3
NFL GIANT $50 Double Up [Single Entry],Contest,25000.0,50.0,100,1,568,154.2,VerbalAcorn,229.06,Week 3
NFL GIANT $10 Double Up [Single Entry],Contest,25000.0,10.0,20,1,2873,152.96,hooty8124 | VerbalAcorn,229.06,Week 3
NFL GIANT $10 Double Up,Contest,25000.0,10.0,20,86,2873,143.86,rsqx2 | rsqx2 | rsqx2 | rsqx2,208.94,Week 3
NFL GIANT $100 Double Up [Single Entry],Contest,25000.0,100.0,200,1,277,153.94,TerribleToms,215.66,Week 3
NFL $25K Touchdown,Contest,25000.0,200.0,5000,4,138,166.26,ktown82,213.66,Week 3
NFL $25K Stiff Arm [Single Entry],Contest,25000.0,555.0,7000,1,50,164.9,TySlick,199.14,Week 3
NFL $25K Singleback [3 Entry Max],Contest,25000.0,1.0,1500,3,29726,157.06,pat2222,248.44,Week 3
NFL $25K Hot Route,Contest,25000.0,100.0,5000,8,277,162.56,knickskid21,218.26,Week 3
NFL $25K Safety,Contest,25000.0,2.0,2000,20,14863,159.9,pat2222,248.44,Week 3
NFL $25K Hail Mary,Contest,25000.0,12.0,2500,73,2450,157.7,gdman_2,244.74,Week 3
NFL $21K Wildcat,Contest,21000.0,333.0,5000,2,70,165.56,bellement,211.44,Week 3
NFL $20K Spy [Single Entry],Contest,20000.0,100.0,3000,1,222,165.16,nn1009,217.4,Week 3
NFL $20K Luxury Box [$10K to 1st],Contest,20000.0,2120.0,10000,1,10,169.46,Juggetnaut72,181.9,Week 3
NFL Single Entry $25 Double Up,Contest,15000.0,25.0,50,1,689,151.64,todd.w,234.56,Week 3
NFL BIG $2 Booster [Top 750 Win $20],Contest,15000.0,2.0,20,20,8823,176.84,kroegetr,243.56,Week 3
NFL $15K Sunday Special,Contest,15000.0,20.0,1500,26,882,153.76,EarlTheGoat1979,220.34,Week 3
NFL $15K Spy [Single Entry],Contest,15000.0,100.0,2500,1,166,163.56,Melbourne2526,220.56,Week 3
NFL $15K Power Sweep [3 Entry Max],Contest,15000.0,150.0,3000,3,111,164.96,dukedog71,217.14,Week 3
NFL $15K Game Changer [Single Entry],Contest,15000.0,1060.0,6000,1,15,175.86,thewildbuffalo,190.26,Week 3
NFL $15K First Down,Contest,15000.0,1.0,750,20,17835,153.16,Working4Adam,243.46,Week 3
NFL $15K Fair Catch [Single Entry],Contest,15000.0,12.0,1500,1,1470,159.04,AtibaMelvo,231.84,Week 3
NFL $15K Fair Catch [Single Entry],Contest,15000.0,12.0,1500,1,1470,156.26,foospaul,224.36,Week 3
NFL $15K Daily Dollar [Single Entry],Contest,15000.0,1.0,750,1,17835,157.3,InfamousPaco,236.26,Week 3
NFL $12K Red Zone [Single Entry],Contest,12000.0,50.0,1200,1,272,164.8,robocopxtg,230.56,Week 3
NFL $12K Red Zone [Single Entry],Contest,12000.0,50.0,1200,1,272,162.9,artpully,222.66,Week 3
NFL $12K Stiff Arm,Contest,12000.0,555.0,4000,1,24,165.26,Tstreetz315,216.06,Week 3
NFL $12K Red Zone [Single Entry],Contest,12000.0,50.0,1200,1,272,162.0,Cody.humphrey35,222.26,Week 3
NFL Single Entry $5 Double Up,Contest,10000.0,5.0,10,1,2298,146.1,InfamousPaco,236.26,Week 3
NFL Single Entry $25 Double Up,Contest,10000.0,25.0,50,1,459,149.16,bentson,228.16,Week 3
NFL Fantasy Football Millionaire SUPERSatellite [500x],Contest,10000.0,1.0,0,20,11890,183.3,pat2222,248.44,Week 3
NFL Single Entry $2 Double Up,Contest,10000.0,2.0,4,1,5747,150.56,Rich1130,239.44,Week 3
NFL Single Entry $25 Double Up,Contest,10000.0,25.0,50,1,459,150.2,jameswood08,213.46,Week 3
NFL $10K Three-Point Stance [3 Entry Max],Contest,10000.0,33.0,1000,3,353,159.66,mrbridgewater,215.74,Week 3
NFL $10K Sunday Special,Contest,10000.0,20.0,1000,17,588,151.36,ggtattoos,238.04,Week 3
NFL $10K Spy [Single Entry],Contest,10000.0,100.0,1500,1,111,160.7,Creamer221,203.24,Week 3
NFL $10K Play-Action [$1K to 1st],Contest,10000.0,3.0,1000,20,3963,151.66,MahNaMahNa,238.96,Week 3
NFL $10K Nickel [3 Entry Max],Contest,10000.0,5.0,1000,3,2378,157.7,AtibaMelvo,231.84,Week 3
NFL $10K Flea Flicker [$2K to 1st],Contest,10000.0,5.0,2000,71,2378,158.36,slim728,242.54,Week 3
NFL $10K Mini-MAX [150 Entry Max],Contest,10000.0,0.5,800,150,23781,161.74,FFBSamurai,247.04,Week 3
NFL $10K Chop Block,Contest,10000.0,50.0,1000,6,227,160.16,roger708,211.94,Week 3
NFL $10K First Down [20 Entry Max],Contest,10000.0,1.0,500,20,11890,150.66,mamandus,244.74,Week 3
Casual NFL $10K Front Four,Contest,10000.0,4.0,1000,10,2972,154.8,Jbrook20,242.54,Week 3
Free-to-Play Fantasy Football Contest Presented by Venom,Contest,10000.0,0.0,500,1,161527,180.66,DTchamp2,252.94,Week 3
NFL $1M King of the Beach Qualifier #34,Contest,8597.5,20.0,0,5,505,181.16,cjkalt,234.6,Week 3
NFL $1M King of the Beach Qualifier #35,Contest,8597.5,20.0,0,5,505,190.34,KaiserSozeWins,227.14,Week 3
NFL $1M King of the Beach Qualifier #32,Contest,8557.5,4.0,0,5,2543,184.06,pat2222,248.44,Week 3
NFL $1M King of the Beach Qualifier #36,Contest,8537.5,100.0,0,3,100,189.76,dhrasky,219.86,Week 3
NFL $1M King of the Beach Qualifier #38,Contest,8537.5,100.0,0,3,100,190.26,mjchan89,209.74,Week 3
NFL $1M King of the Beach Qualifier #33,Contest,8537.5,12.0,0,5,837,187.64,ecslagle,217.66,Week 3
NFL $1M King of the Beach Qualifier #37,Contest,8537.5,100.0,0,3,100,181.34,gqinxs,205.86,Week 3
NFL $1M King of the Beach Qualifier #39,Contest,8537.5,100.0,0,3,100,191.18,danny1234,232.34,Week 3
NFL $1M King of the Beach Qualifier #31,Contest,8517.5,1.0,0,5,10127,186.16,pat2222,248.44,Week 3
NFL Single Entry $5 Double Up,Contest,8000.0,5.0,10,1,1839,145.5,cuagent,218.0,Week 3
NFL $8K Play-Action [20 Entry Max],Contest,8000.0,3.0,500,20,3170,149.44,ronnied589,225.96,Week 3
NFL $6.5K Hot Route [2 Entry Max],Contest,6500.0,100.0,1200,2,72,162.86,pimpbotlove,212.24,Week 3
NFL Fantasy Football Millionaire SUPERSatellite [300x],Contest,6000.0,5.0,0,42,1426,162.94,ronnied589,225.96,Week 3
NFL $6K Slant,Contest,6000.0,9.0,600,23,784,157.6,coleandave,222.96,Week 3
NFL $6K Touchdown [Single Entry],Contest,6000.0,200.0,2000,1,33,176.66,Patriotswin2016,227.14,Week 3
NFL $6K Slant,Contest,6000.0,9.0,600,23,784,158.66,zmacinnis,235.74,Week 3
NFL $10 Double Up,Contest,6000.0,10.0,20,20,689,144.0,matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504 | matt0504,234.5,Week 3
"NFL $5,600 FFWC Qualifier Satellite",Contest,5600.0,90.0,0,2,60,205.34,PetrGibbons,205.34,Week 3
NFL Single Entry $10 Double Up,Contest,5000.0,10.0,20,1,574,150.86,keweenaw,232.36,Week 3
NFL $5K Quarter Jukebox [Just $0.25!],Contest,5000.0,0.25,250,20,23781,154.16,mamandus,244.74,Week 3
NFL $5K Hail Mary,Contest,5000.0,12.0,750,14,490,166.3,Cody.humphrey35,222.26,Week 3
NFL $5K Hot Route [Single Entry],Contest,5000.0,100.0,1100,1,55,172.06,TySlick,199.14,Week 3
NFL $5K First Down [20 Entry Max],Contest,5000.0,1.0,250,20,5945,152.84,bmorri3,240.14,Week 3
NFL $50 Double Up,Contest,5000.0,50.0,100,3,113,147.16,carlsone,210.66,Week 3
NFL $10 Fantasy Football Millionaire SUPERSatellite [500x],Contest,5000.0,1.0,0,20,5945,172.06,MahNaMahNa,238.96,Week 3
NFL $10 Double Up,Contest,5000.0,10.0,20,17,574,144.1,garteaser4,216.46,Week 3
Casual NFL $5K Gridiron,Contest,5000.0,27.0,500,6,215,152.86,vagballs,206.16,Week 3
NFL $4M Roman Fantasy Football Millionaire [$1M to 1st],Contest,4000000.0,10.0,1000000,150,470588,182.78,Nickelback4Lyfe,273.56,Week 4
NFL $1.5M Wildcat [$250K to 1st],Contest,1500000.0,333.0,250000,150,4920,191.9,BBoschetti,263.76,Week 4
NFL $1M Bootleg Special [$100K to 1st],Contest,1000000.0,33.0,100000,150,33981,187.58,darcmaniluk,258.98,Week 4
NFL $1M Fourth Down Conversion [$200K to 1st],Contest,1000000.0,4444.0,200000,7,250,202.88,Awesemo,242.6,Week 4
NFL $750K Play-Action [20 Entry Max],Contest,750000.0,3.0,75000,20,297265,178.9,ddowd84,272.46,Week 4
"NFL $555K Power Sweep [3 Entry Max, $100K to 1st]",Contest,555000.0,150.0,100000,3,4111,194.86,BBOY3110,254.76,Week 4
NFL $250K Play-Action,Contest,250000.0,3.0,25000,20,99088,176.16,fadegame,269.56,Week 4
NFL $200K Luxury Box [$50K to 1st],Contest,200000.0,2120.0,50000,3,100,200.18,atk10,254.08,Week 4
"NFL $200K Spy [Single Entry, $30K to 1st]",Contest,200000.0,100.0,30000,1,2222,199.86,SRF3423,256.86,Week 4
NFL MASSIVE $25 Double Up,Contest,200000.0,25.0,50,150,9195,205.08,youdacao,248.28,Week 4
NFL $200K First Down,Contest,200000.0,1.0,10000,20,237812,175.18,fillyfan2002,275.86,Week 4
NFL MASSIVE $25 Double Up [Single Entry],Contest,150000.0,25.0,50,1,6896,195.28,Islanders40,251.4,Week 4
NFL $150K Fair Catch [Single Entry],Contest,150000.0,12.0,15000,1,14705,189.26,rcullinan,257.68,Week 4
NFL $150K Nickel [3 Entry Max],Contest,150000.0,5.0,20000,3,35671,183.2,jroberts25,265.56,Week 4
NFL $150K Thunderdome [Single Entry],Contest,150000.0,5300.0,50000,1,29,203.98,themasterson,228.68,Week 4
NFL MASSIVE $5 Double Up,Contest,125000.0,5.0,10,150,28735,205.08,youdacao,248.28,Week 4
NFL $100K Play-Action [20 Entry Max],Contest,100000.0,3.0,10000,20,39635,174.5,kieff5280,258.18,Week 4
"NFL $100K Super Booster [Top 100 Win $1,000]",Contest,100000.0,27.0,1000,129,4319,225.08,BDholla89,244.58,Week 4
NFL MASSIVE $5 Double Up,Contest,100000.0,5.0,10,150,22988,205.08,jdquiring,253.48,Week 4
NFL MASSIVE $50 Double Up [Single Entry],Contest,100000.0,50.0,100,1,2272,199.88,jnb1998,252.16,Week 4
NFL MASSIVE $100 Double Up [Single Entry],Contest,100000.0,100.0,200,1,1111,201.68,Bjmusser1271,258.0,Week 4
"NFL $100K Spy [Single Entry, $10K to 1st]",Contest,100000.0,100.0,10000,1,1111,198.96,RubioDimes,248.28,Week 4
NFL $100K Red Zone [Single Entry],Contest,100000.0,50.0,10000,1,2272,196.38,RubioDimes,248.28,Week 4
NFL $100K Hard Count [3 Entry Max],Contest,100000.0,20.0,10000,3,5882,189.98,tomvdh44,257.26,Week 4
NFL $100K Pylon [Single Entry],Contest,100000.0,3.0,10000,1,39635,180.38,sirois81,261.96,Week 4
NFL $100K Flea Flicker [$10K to 1st],Contest,100000.0,5.0,10000,150,23781,185.98,mrgoodseats,264.56,Week 4
NFL $100K Slant,Contest,100000.0,9.0,10000,150,13071,189.88,mrgoodseats,264.56,Week 4
NFL $100K Juke [3 Entry Max],Contest,100000.0,400.0,20000,3,277,205.08,bjarz,248.88,Week 4
NFL GIANT $250 Double Up [Single Entry],Contest,75000.0,250.0,500,1,333,205.08,7bushes,247.18,Week 4
NFL GIANT $5 Double Up [Single Entry],Contest,75000.0,5.0,10,1,17241,184.06,Ivaldry,263.48,Week 4
NFL GIANT $10 Double Up [Single Entry],Contest,75000.0,10.0,20,1,8620,194.5,solo36,260.98,Week 4
