player,pos,age,game_date,league_id,team,game_location,opp,game_result,game_num,week_num,game_day_of_week,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
Jordan Matthews,WR,26.083,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,1,1,4,4.00,0,100.0%,4.00
Alshon Jeffery,WR,28.235,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,8,2,39,19.50,0,25.0%,4.88
Dallas Goedert,TE,23.277,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,2,2,16,8.00,0,100.0%,8.00
Shelton Gibson,WR,23.201,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,1,1,48,48.00,0,100.0%,48.00
Zach Ertz,TE,27.331,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,11,10,110,11.00,1,90.9%,10.00
Jay Ajayi,RB,25.114,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,1,1,5,5.00,0,100.0%,5.00
Nelson Agholor,WR,25.136,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,4,4,45,11.25,0,100.0%,11.25
Ryan Switzer,WR,23.337,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,1,1,5,5.00,0,100.0%,5.00
JuJu Smith-Schuster,WR,21.319,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,4,4,34,8.50,1,100.0%,8.50
Vance McDonald,TE,28.116,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,2,1,6,6.00,0,50.0%,3.00
Jesse James,TE,24.125,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,2,2,20,10.00,0,100.0%,10.00
Xavier Grimble,TE,26.015,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,1,1,9,9.00,0,100.0%,9.00
James Conner,RB,23.155,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,4,4,75,18.75,0,100.0%,18.75
Antonio Brown,WR,30.089,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,13,6,101,16.83,2,46.2%,7.77
Nick Vannett,TE,25.215,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,4,3,43,14.33,0,75.0%,10.75
David Moore,WR,23.265,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,4,3,38,12.67,2,75.0%,9.50
Tyler Lockett,WR,26.009,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,4,3,98,32.67,1,75.0%,24.50
Mike Davis,RB,25.230,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,2,2,7,3.50,0,100.0%,3.50
Chris Carson,RB,24.021,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,1,1,11,11.00,0,100.0%,11.00
Doug Baldwin,WR,30.016,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,1,1,1,1.00,0,100.0%,1.00
Trent Taylor,WR,24.160,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,8,7,61,8.71,1,87.5%,7.63
Raheem Mostert,RB,26.181,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,1,1,-2,-2.00,0,100.0%,-2.00
Alfred Morris,RB,29.299,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,4,3,30,10.00,0,75.0%,7.50
George Kittle,TE,24.363,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,7,5,83,16.60,0,71.4%,11.86
Kyle Juszczyk,FB,27.167,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,7,6,75,12.50,0,85.7%,10.71
Richie James,WR,23.032,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,1,1,7,7.00,0,100.0%,7.00
Pierre Garcon,WR,32.060,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,13,5,47,9.40,0,38.5%,3.62
Matt Breida,RB,23.221,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,1,1,5,5.00,1,100.0%,5.00
Kendrick Bourne,WR,23.064,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,7,4,33,8.25,0,57.1%,4.71
Victor Bolden,WR,23.186,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,4,1,10,10.00,0,25.0%,2.50
Chris Thompson,RB,27.353,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,8,6,45,7.50,0,75.0%,5.63
Paul Richardson,WR,26.178,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,5,4,50,12.50,0,80.0%,10.00
Jordan Reed,TE,28.097,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,2,1,21,21.00,0,50.0%,10.50
Brian Quick,WR,29.125,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,1,1,6,6.00,0,100.0%,6.00
Adrian Peterson,RB,33.201,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,3,2,36,18.00,0,66.7%,12.00
Maurice Harris,WR,25.331,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,8,3,47,15.67,0,37.5%,5.88
Vernon Davis,TE,34.250,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,3,2,15,7.50,0,66.7%,5.00
Jamison Crowder,WR,25.113,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,8,4,55,13.75,0,50.0%,6.88
Ito Smith,RB,23.033,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,2,2,-1,-0.50,0,100.0%,-0.50
Mohamed Sanu,WR,29.053,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,2,2,46,23.00,1,100.0%,23.00
Calvin Ridley,WR,23.298,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,3,3,47,15.67,0,100.0%,15.67
Julio Jones,WR,29.248,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,14,10,144,14.40,0,71.4%,10.29
Austin Hooper,TE,23.344,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,10,9,71,7.89,1,90.0%,7.10
Justin Hardy,WR,26.300,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,7,3,33,11.00,0,42.9%,4.71
Russell Gage,WR,22.265,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,1,1,9,9.00,0,100.0%,9.00
Tevin Coleman,RB,25.181,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,2,1,6,6.00,1,50.0%,3.00
Logan Thomas,TE,27.105,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,1,1,0,0.00,0,100.0%,0.00
LeSean McCoy,RB,30.094,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,5,3,21,7.00,0,60.0%,4.20
Ray-Ray McCloud,WR,21.364,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,1,1,2,2.00,0,100.0%,2.00
Zay Jones,WR,23.198,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,8,3,35,11.67,1,37.5%,4.38
Chris Ivory,RB,30.206,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,1,1,4,4.00,0,100.0%,4.00
Andre Holmes,WR,30.120,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,2,1,20,20.00,0,50.0%,10.00
Charles Clay,TE,29.243,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,5,4,20,5.00,0,80.0%,4.00
Kelvin Benjamin,WR,27.251,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,6,2,43,21.50,0,33.3%,7.17
Jarius Wright,FB,28.323,2018-10-14,NFL,CAR,@,WAS,L 17-23,5,6,Sun,2,1,3,3.00,0,50.0%,1.50
Torrey Smith,WR,29.261,2018-10-14,NFL,CAR,@,WAS,L 17-23,5,6,Sun,5,5,43,8.60,1,100.0%,8.60
Greg Olsen,TE,33.217,2018-10-14,NFL,CAR,@,WAS,L 17-23,5,6,Sun,7,4,48,12.00,0,57.1%,6.86
D.J. Moore,WR,21.183,2018-10-14,NFL,CAR,@,WAS,L 17-23,5,6,Sun,5,4,59,14.75,0,80.0%,11.80
Christian McCaffrey,RB,22.129,2018-10-14,NFL,CAR,@,WAS,L 17-23,5,6,Sun,8,7,46,6.57,0,87.5%,5.75
Chris Manhertz,TE,26.187,2018-10-14,NFL,CAR,@,WAS,L 17-23,5,6,Sun,2,1,2,2.00,0,50.0%,1.00
Devin Funchess,WR,24.146,2018-10-14,NFL,CAR,@,WAS,L 17-23,5,6,Sun,8,5,74,14.80,1,62.5%,9.25
Allen Robinson,WR,25.051,2018-10-14,NFL,CHI,@,MIA,L 28-31,5,6,Sun,6,5,64,12.80,1,83.3%,10.67
Anthony Miller,WR,24.005,2018-10-14,NFL,CHI,@,MIA,L 28-31,5,6,Sun,4,1,29,29.00,1,25.0%,7.25
Taylor Gabriel,WR,27.239,2018-10-14,NFL,CHI,@,MIA,L 28-31,5,6,Sun,5,5,110,22.00,0,100.0%,22.00
Tarik Cohen,RB,23.080,2018-10-14,NFL,CHI,@,MIA,L 28-31,5,6,Sun,9,7,90,12.86,0,77.8%,10.00
Trey Burton,TE,26.350,2018-10-14,NFL,CHI,@,MIA,L 28-31,5,6,Sun,4,4,23,5.75,1,100.0%,5.75
C.J. Uzomah,TE,25.273,2018-10-14,NFL,CIN,,PIT,L 21-28,6,6,Sun,7,6,54,9.00,0,85.7%,7.71
Joe Mixon,HB,22.082,2018-10-14,NFL,CIN,,PIT,L 21-28,6,6,Sun,7,4,20,5.00,0,57.1%,2.86
A.J. Green,WR,30.075,2018-10-14,NFL,CIN,,PIT,L 21-28,6,6,Sun,12,7,85,12.14,0,58.3%,7.08
Alex Erickson,WR,25.342,2018-10-14,NFL,CIN,,PIT,L 21-28,6,6,Sun,3,2,8,4.00,0,66.7%,2.67
Tyler Boyd,WR,23.333,2018-10-14,NFL,CIN,,PIT,L 21-28,6,6,Sun,9,7,62,8.86,2,77.8%,6.89
Damion Ratley,WR,23.181,2018-10-14,NFL,CLE,,LAC,L 14-38,6,6,Sun,8,6,82,13.67,0,75.0%,10.25
David Njoku,TE,22.096,2018-10-14,NFL,CLE,,LAC,L 14-38,6,6,Sun,12,7,55,7.86,1,58.3%,4.58
Jarvis Landry,WR,25.320,2018-10-14,NFL,CLE,,LAC,L 14-38,6,6,Sun,10,2,11,5.50,0,20.0%,1.10
Duke Johnson,RB,25.021,2018-10-14,NFL,CLE,,LAC,L 14-38,6,6,Sun,5,4,73,18.25,0,80.0%,14.60
Orson Charles,TE,27.260,2018-10-14,NFL,CLE,,LAC,L 14-38,6,6,Sun,1,1,8,8.00,0,100.0%,8.00
Antonio Callaway,WR,21.278,2018-10-14,NFL,CLE,,LAC,L 14-38,6,6,Sun,7,2,9,4.50,0,28.6%,1.29
Deonte Thompson,WR,29.242,2018-10-14,NFL,DAL,,JAX,W 40-7,6,6,Sun,1,1,1,1.00,0,100.0%,1.00
Geoff Swaim,TE,25.028,2018-10-14,NFL,DAL,,JAX,W 40-7,6,6,Sun,2,2,21,10.50,0,100.0%,10.50
Jamize Olawale,WR,29.180,2018-10-14,NFL,DAL,,JAX,W 40-7,6,6,Sun,1,1,3,3.00,0,100.0%,3.00
Rico Gathers,TE,24.280,2018-10-14,NFL,DAL,,JAX,W 40-7,6,6,Sun,1,1,14,14.00,0,100.0%,14.00
Michael Gallup,WR,22.193,2018-10-14,NFL,DAL,,JAX,W 40-7,6,6,Sun,2,1,27,27.00,0,50.0%,13.50
Ezekiel Elliott,RB,23.084,2018-10-14,NFL,DAL,,JAX,W 40-7,6,6,Sun,1,1,11,11.00,0,100.0%,11.00
Cole Beasley,WR,29.171,2018-10-14,NFL,DAL,,JAX,W 40-7,6,6,Sun,11,9,101,11.22,2,81.8%,9.18
Tavon Austin,WR,28.213,2018-10-14,NFL,DAL,,JAX,W 40-7,6,6,Sun,1,1,5,5.00,0,100.0%,5.00
Demaryius Thomas,WR,30.293,2018-10-14,NFL,DEN,,LAR,L 20-23,6,6,Sun,4,3,57,19.00,1,75.0%,14.25
Courtland Sutton,WR,23.004,2018-10-14,NFL,DEN,,LAR,L 20-23,6,6,Sun,4,3,58,19.33,0,75.0%,14.50
Emmanuel Sanders,WR,31.211,2018-10-14,NFL,DEN,,LAR,L 20-23,6,6,Sun,10,7,115,16.43,1,70.0%,11.50
Phillip Lindsay,RB,24.082,2018-10-14,NFL,DEN,,LAR,L 20-23,6,6,Sun,7,6,48,8.00,0,85.7%,6.86
Matt LaCosse,TE,26.023,2018-10-14,NFL,DEN,,LAR,L 20-23,6,6,Sun,4,1,7,7.00,0,25.0%,1.75
Jeff Heuerman,TE,25.324,2018-10-14,NFL,DEN,,LAR,L 20-23,6,6,Sun,5,3,23,7.67,0,60.0%,4.60
Devontae Booker,RB,26.140,2018-10-14,NFL,DEN,,LAR,L 20-23,6,6,Sun,3,2,14,7.00,0,66.7%,4.67
Jamaal Williams,RB,23.195,2018-10-15,NFL,GNB,,SFO,W 33-30,6,6,Mon,3,1,10,10.00,0,33.3%,3.33
Marquez Valdes-Scantling,WR,24.005,2018-10-15,NFL,GNB,,SFO,W 33-30,6,6,Mon,6,3,103,34.33,0,50.0%,17.17
Equanimeous St. Brown,WR,22.015,2018-10-15,NFL,GNB,,SFO,W 33-30,6,6,Mon,1,1,19,19.00,0,100.0%,19.00
J'Mon Moore,WR,23.145,2018-10-15,NFL,GNB,,SFO,W 33-30,6,6,Mon,1,1,10,10.00,0,100.0%,10.00
Ty Montgomery,RB,25.266,2018-10-15,NFL,GNB,,SFO,W 33-30,6,6,Mon,3,2,10,5.00,0,66.7%,3.33
Lance Kendricks,TE,30.258,2018-10-15,NFL,GNB,,SFO,W 33-30,6,6,Mon,4,2,37,18.50,0,50.0%,9.25
Jimmy Graham,TE,31.325,2018-10-15,NFL,GNB,,SFO,W 33-30,6,6,Mon,9,5,104,20.80,0,55.6%,11.56
Davante Adams,WR,25.295,2018-10-15,NFL,GNB,,SFO,W 33-30,6,6,Mon,16,10,132,13.20,2,62.5%,8.25
T.J. Yeldon,RB,25.012,2018-10-14,NFL,JAX,@,DAL,L 7-40,6,6,Sun,5,3,29,9.67,0,60.0%,5.80
Dede Westbrook,WR,24.327,2018-10-14,NFL,JAX,@,DAL,L 7-40,6,6,Sun,5,3,38,12.67,1,60.0%,7.60
James O'Shaughnessy,TE,26.273,2018-10-14,NFL,JAX,@,DAL,L 7-40,6,6,Sun,4,3,29,9.67,0,75.0%,7.25
David Grinnage,TE,24.232,2018-10-14,NFL,JAX,@,DAL,L 7-40,6,6,Sun,1,1,7,7.00,0,100.0%,7.00
Keelan Cole,WR,25.177,2018-10-14,NFL,JAX,@,DAL,L 7-40,6,6,Sun,5,4,41,10.25,0,80.0%,8.20
Jamaal Charles,RB,31.291,2018-10-14,NFL,JAX,@,DAL,L 7-40,6,6,Sun,2,1,5,5.00,0,50.0%,2.50
Sammy Watkins,WR,25.122,2018-10-14,NFL,KAN,@,NWE,L 40-43,6,6,Sun,4,2,18,9.00,0,50.0%,4.50
Spencer Ware,RB,26.325,2018-10-14,NFL,KAN,@,NWE,L 40-43,6,6,Sun,3,2,9,4.50,0,66.7%,3.00
Anthony Sherman,FB,29.307,2018-10-14,NFL,KAN,@,NWE,L 40-43,6,6,Sun,1,1,-2,-2.00,0,100.0%,-2.00
Travis Kelce,TE,29.009,2018-10-14,NFL,KAN,@,NWE,L 40-43,6,6,Sun,9,5,61,12.20,0,55.6%,6.78
Kareem Hunt,RB,23.069,2018-10-14,NFL,KAN,@,NWE,L 40-43,6,6,Sun,6,5,105,21.00,1,83.3%,17.50
Tyreek Hill,WR,24.227,2018-10-14,NFL,KAN,@,NWE,L 40-43,6,6,Sun,12,7,142,20.29,3,58.3%,11.83
Chris Conley,WR,25.354,2018-10-14,NFL,KAN,@,NWE,L 40-43,6,6,Sun,1,1,19,19.00,0,100.0%,19.00
Albert Wilson,WR,26.094,2018-10-14,NFL,MIA,,CHI,W 31-28,6,6,Sun,9,6,155,25.83,2,66.7%,17.22
Kenny Stills,WR,26.175,2018-10-14,NFL,MIA,,CHI,W 31-28,6,6,Sun,2,1,35,35.00,0,50.0%,17.50
Nick O'Leary,TE,26.044,2018-10-14,NFL,MIA,,CHI,W 31-28,6,6,Sun,4,4,49,12.25,1,100.0%,12.25
Jakeem Grant,WR,26.014,2018-10-14,NFL,MIA,,CHI,W 31-28,6,6,Sun,4,3,32,10.67,0,75.0%,8.00
Frank Gore,RB,35.153,2018-10-14,NFL,MIA,,CHI,W 31-28,6,6,Sun,1,1,18,18.00,0,100.0%,18.00
Mike Gesicki,TE,23.011,2018-10-14,NFL,MIA,,CHI,W 31-28,6,6,Sun,2,1,11,11.00,0,50.0%,5.50
Kenyan Drake,RB,24.261,2018-10-14,NFL,MIA,,CHI,W 31-28,6,6,Sun,6,4,21,5.25,0,66.7%,3.50
Danny Amendola,WR,32.346,2018-10-14,NFL,MIA,,CHI,W 31-28,6,6,Sun,11,8,59,7.38,0,72.7%,5.36
Laquon Treadwell,WR,23.122,2018-10-14,NFL,MIN,,ARI,W 27-17,6,6,Sun,4,4,38,9.50,0,100.0%,9.50
Adam Thielen,WR,28.053,2018-10-14,NFL,MIN,,ARI,W 27-17,6,6,Sun,13,11,123,11.18,1,84.6%,9.46
Kyle Rudolph,TE,28.339,2018-10-14,NFL,MIN,,ARI,W 27-17,6,6,Sun,5,4,37,9.25,0,80.0%,7.40
Latavius Murray,HB,28.269,2018-10-14,NFL,MIN,,ARI,W 27-17,6,6,Sun,2,1,3,3.00,0,50.0%,1.50
Stefon Diggs,WR,24.319,2018-10-14,NFL,MIN,,ARI,W 27-17,6,6,Sun,4,3,33,11.00,0,75.0%,8.25
Kirk Cousins,QB,30.056,2018-10-14,NFL,MIN,,ARI,W 27-17,6,6,Sun,1,1,-1,-1.00,0,100.0%,-1.00
James White,RB,26.253,2018-10-14,NFL,NWE,,KAN,W 43-40,6,6,Sun,7,5,53,10.60,0,71.4%,7.57
Cordarrelle Patterson,WR,27.211,2018-10-14,NFL,NWE,,KAN,W 43-40,6,6,Sun,1,1,13,13.00,0,100.0%,13.00
Chris Hogan,WR,30.355,2018-10-14,NFL,NWE,,KAN,W 43-40,6,6,Sun,4,4,78,19.50,0,100.0%,19.50
Rob Gronkowski,TE,29.153,2018-10-14,NFL,NWE,,KAN,W 43-40,6,6,Sun,4,3,97,32.33,0,75.0%,24.25
Josh Gordon,WR,27.184,2018-10-14,NFL,NWE,,KAN,W 43-40,6,6,Sun,9,5,42,8.40,0,55.6%,4.67
Julian Edelman,WR,32.145,2018-10-14,NFL,NWE,,KAN,W 43-40,6,6,Sun,7,4,54,13.50,1,57.1%,7.71
James Develin,FB,30.083,2018-10-14,NFL,NWE,,KAN,W 43-40,6,6,Sun,2,2,3,1.50,0,100.0%,1.50
Neal Sterling,TE,26.273,2018-10-14,NFL,NYJ,,IND,W 42-34,6,6,Sun,2,2,13,6.50,0,100.0%,6.50
Terrelle Pryor,WR,29.116,2018-10-14,NFL,NYJ,,IND,W 42-34,6,6,Sun,6,5,57,11.40,1,83.3%,9.50
Jermaine Kearse,WR,28.250,2018-10-14,NFL,NYJ,,IND,W 42-34,6,6,Sun,10,9,94,10.44,0,90.0%,9.40
Chris Herndon,TE,22.233,2018-10-14,NFL,NYJ,,IND,W 42-34,6,6,Sun,2,2,56,28.00,1,100.0%,28.00
Quincy Enunwa,WR,26.136,2018-10-14,NFL,NYJ,,IND,W 42-34,6,6,Sun,1,1,9,9.00,0,100.0%,9.00
Isaiah Crowell,RB,25.279,2018-10-14,NFL,NYJ,,IND,W 42-34,6,6,Sun,2,2,12,6.00,0,100.0%,6.00
Robby Anderson,WR,25.158,2018-10-14,NFL,NYJ,,IND,W 42-34,6,6,Sun,5,3,39,13.00,0,60.0%,7.80
Wendell Smallwood,RB,24.255,2018-10-11,NFL,PHI,@,NYG,W 34-13,6,6,Thu,2,1,0,0.00,0,50.0%,0.00
Jordan Matthews,WR,26.087,2018-10-11,NFL,PHI,@,NYG,W 34-13,6,6,Thu,3,2,26,13.00,0,66.7%,8.67
Alshon Jeffery,WR,28.239,2018-10-11,NFL,PHI,@,NYG,W 34-13,6,6,Thu,12,8,74,9.25,2,66.7%,6.17
Dallas Goedert,TE,23.281,2018-10-11,NFL,PHI,@,NYG,W 34-13,6,6,Thu,1,1,7,7.00,0,100.0%,7.00
Zach Ertz,TE,27.335,2018-10-11,NFL,PHI,@,NYG,W 34-13,6,6,Thu,9,7,43,6.14,1,77.8%,4.78
Corey Clement,RB,23.343,2018-10-11,NFL,PHI,@,NYG,W 34-13,6,6,Thu,3,3,26,8.67,0,100.0%,8.67
DeAndre Carter,WR,25.184,2018-10-11,NFL,PHI,@,NYG,W 34-13,6,6,Thu,1,1,11,11.00,0,100.0%,11.00
Nelson Agholor,WR,25.140,2018-10-11,NFL,PHI,@,NYG,W 34-13,6,6,Thu,5,3,91,30.33,0,60.0%,18.20
Ryan Switzer,WR,23.344,2018-10-14,NFL,PIT,@,CIN,W 28-21,6,6,Sun,1,1,7,7.00,0,100.0%,7.00
JuJu Smith-Schuster,WR,21.326,2018-10-14,NFL,PIT,@,CIN,W 28-21,6,6,Sun,10,7,111,15.86,0,70.0%,11.10
Ben Roethlisberger,QB,36.226,2018-10-14,NFL,PIT,@,CIN,W 28-21,6,6,Sun,1,1,-1,-1.00,0,100.0%,-1.00
Vance McDonald,TE,28.123,2018-10-14,NFL,PIT,@,CIN,W 28-21,6,6,Sun,8,7,68,9.71,0,87.5%,8.50
Jesse James,TE,24.132,2018-10-14,NFL,PIT,@,CIN,W 28-21,6,6,Sun,7,5,26,5.20,0,71.4%,3.71
Xavier Grimble,TE,26.022,2018-10-14,NFL,PIT,@,CIN,W 28-21,6,6,Sun,2,2,35,17.50,0,100.0%,17.50
James Conner,RB,23.162,2018-10-14,NFL,PIT,@,CIN,W 28-21,6,6,Sun,7,4,18,4.50,0,57.1%,2.57
Antonio Brown,WR,30.096,2018-10-14,NFL,PIT,@,CIN,W 28-21,6,6,Sun,6,5,105,21.00,1,83.3%,17.50
Tyrone Swoopes,TE,23.334,2018-10-14,NFL,SEA,@,OAK,W 27-3,6,6,Sun,1,1,23,23.00,0,100.0%,23.00
Rashaad Penny,RB,22.254,2018-10-14,NFL,SEA,@,OAK,W 27-3,6,6,Sun,2,2,27,13.50,0,100.0%,13.50
David Moore,WR,23.272,2018-10-14,NFL,SEA,@,OAK,W 27-3,6,6,Sun,3,2,47,23.50,1,66.7%,15.67
Brandon Marshall,WR,34.205,2018-10-14,NFL,SEA,@,OAK,W 27-3,6,6,Sun,1,1,11,11.00,0,100.0%,11.00
Tyler Lockett,WR,26.016,2018-10-14,NFL,SEA,@,OAK,W 27-3,6,6,Sun,4,3,13,4.33,1,75.0%,3.25
Mike Davis,RB,25.237,2018-10-14,NFL,SEA,@,OAK,W 27-3,6,6,Sun,3,1,5,5.00,0,33.3%,1.67
Jaron Brown,WR,28.279,2018-10-14,NFL,SEA,@,OAK,W 27-3,6,6,Sun,1,1,5,5.00,1,100.0%,5.00
Doug Baldwin,WR,30.023,2018-10-14,NFL,SEA,@,OAK,W 27-3,6,6,Sun,8,6,91,15.17,0,75.0%,11.38
George Kittle,TE,25.006,2018-10-15,NFL,SFO,@,GNB,L 30-33,6,6,Mon,6,4,30,7.50,0,66.7%,5.00
Kyle Juszczyk,FB,27.175,2018-10-15,NFL,SFO,@,GNB,L 30-33,6,6,Mon,3,3,30,10.00,0,100.0%,10.00
Marquise Goodwin,WR,27.330,2018-10-15,NFL,SFO,@,GNB,L 30-33,6,6,Mon,5,4,126,31.50,2,80.0%,25.20
Pierre Garcon,WR,32.068,2018-10-15,NFL,SFO,@,GNB,L 30-33,6,6,Mon,6,4,37,9.25,0,66.7%,6.17
Kendrick Bourne,WR,23.072,2018-10-15,NFL,SFO,@,GNB,L 30-33,6,6,Mon,3,1,22,22.00,0,33.3%,7.33
Ronald Jones,RB,21.072,2018-10-14,NFL,TAM,@,ATL,L 29-34,5,6,Sun,3,3,16,5.33,0,100.0%,5.33
DeSean Jackson,WR,31.317,2018-10-14,NFL,TAM,@,ATL,L 29-34,5,6,Sun,9,4,77,19.25,0,44.4%,8.56
Adam Humphries,WR,25.112,2018-10-14,NFL,TAM,@,ATL,L 29-34,5,6,Sun,4,3,82,27.33,0,75.0%,20.50
O.J. Howard,TE,23.329,2018-10-14,NFL,TAM,@,ATL,L 29-34,5,6,Sun,4,4,62,15.50,1,100.0%,15.50
Chris Godwin,WR,22.229,2018-10-14,NFL,TAM,@,ATL,L 29-34,5,6,Sun,9,6,56,9.33,1,66.7%,6.22
Mike Evans,WR,25.054,2018-10-14,NFL,TAM,@,ATL,L 29-34,5,6,Sun,5,4,58,14.50,0,80.0%,11.60
Cameron Brate,TE,27.103,2018-10-14,NFL,TAM,@,ATL,L 29-34,5,6,Sun,1,1,15,15.00,1,100.0%,15.00
Peyton Barber,RB,24.229,2018-10-14,NFL,TAM,@,ATL,L 29-34,5,6,Sun,4,4,24,6.00,1,100.0%,6.00
Antony Auclair,TE,25.139,2018-10-14,NFL,TAM,@,ATL,L 29-34,5,6,Sun,1,1,5,5.00,0,100.0%,5.00
Paul Richardson,WR,26.184,2018-10-14,NFL,WAS,,CAR,W 23-17,5,6,Sun,5,3,31,10.33,1,60.0%,6.20
Jordan Reed,TE,28.103,2018-10-14,NFL,WAS,,CAR,W 23-17,5,6,Sun,9,5,36,7.20,0,55.6%,4.00
Brian Quick,WR,29.131,2018-10-14,NFL,WAS,,CAR,W 23-17,5,6,Sun,2,2,12,6.00,0,100.0%,6.00
Samaje Perine,RB,23.028,2018-10-14,NFL,WAS,,CAR,W 23-17,5,6,Sun,1,1,-3,-3.00,0,100.0%,-3.00
Maurice Harris,WR,25.337,2018-10-14,NFL,WAS,,CAR,W 23-17,5,6,Sun,4,3,13,4.33,0,75.0%,3.25
Josh Doctson,WR,25.315,2018-10-14,NFL,WAS,,CAR,W 23-17,5,6,Sun,5,3,20,6.67,0,60.0%,4.00
Vernon Davis,WR,34.256,2018-10-14,NFL,WAS,,CAR,W 23-17,5,6,Sun,3,3,48,16.00,1,100.0%,16.00
Kapri Bibbs,RB,25.277,2018-10-14,NFL,WAS,,CAR,W 23-17,5,6,Sun,2,1,6,6.00,0,50.0%,3.00
Ito Smith,RB,23.041,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,2,2,29,14.50,0,100.0%,14.50
Eric Saubert,TE,24.174,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,1,1,8,8.00,0,100.0%,8.00
Mohamed Sanu,WR,29.061,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,2,2,21,10.50,0,100.0%,10.50
Calvin Ridley,WR,23.306,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,6,5,43,8.60,0,83.3%,7.17
Ricky Ortiz,FB,24.190,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,2,2,7,3.50,0,100.0%,3.50
Julio Jones,WR,29.256,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,12,9,104,11.56,0,75.0%,8.67
Austin Hooper,TE,23.352,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,4,3,48,16.00,0,75.0%,12.00
Justin Hardy,WR,26.308,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,2,2,24,12.00,0,100.0%,12.00
